title,price_text,price,category,city,location,type_transaction,rooms,post_time,post_date,post_month,post_year
un appartement s3 vide ou meublé à la marsa,2600 DT,2600,0,Tunis,La Marsa,0,3,5/31/25 13:10,05-31-25,5,2025
appartement S3,2700 DT,2700,0,Tunis,Jardin De Carthage,0,3,5/31/25 11:10,05-31-25,5,2025
Appartement s+2 aux Jardins de Carthage MAV1828,495000 DT,495000,1,Tunis,Jardin De Carthage,1,2,5/30/25 22:26,05-30-25,5,2025
Appartement s0 meublé à La Marsa ZAL1415,1400 DT,1400,0,Tunis,La Marsa,0,0,5/30/25 16:21,05-30-25,5,2025
Duplex s+4 meublé à Ain Zaghouan nord ZDL0328,3500 DT,3500,4,Tunis,Aïn Zaghouan,0,4,5/30/25 12:02,05-30-25,5,2025
une villa S5 avec une piscine et un grand jardin,9000 DT,9000,4,Tunis,Gammarth,0,5,5/30/25 12:02,05-30-25,5,2025
une villa S5 à gammarth supérieure,7500 DT,7500,4,Tunis,Gammarth,0,5,5/30/25 12:02,05-30-25,5,2025
s+3 cité olympique,1260 DT,1260,0,Tunis,Cité Olympique,0,3,5/30/25 12:02,05-30-25,5,2025
un duplex S4 avec jardin,4000 DT,4000,4,Tunis,La Marsa,0,4,5/30/25 12:02,05-30-25,5,2025
Duplex s+3 meublé au lac 1 MDL0281,3500 DT,3500,4,Tunis,Les Berges Du Lac,0,3,5/30/25 10:08,05-30-25,5,2025
une villa S4 avec vu mer,14000 DT,14000,4,Tunis,La Marsa,0,4,5/30/25 10:01,05-30-25,5,2025
Appartement s+2 avec jardin et piscine à Gammarth MAL1467,4000 DT,4000,0,Tunis,Gammarth,0,2,5/29/25 23:06,05-29-25,5,2025
un réez de chaussée s4 à jardin de Carthage,2900 DT,2900,4,Tunis,Jardin De Carthage,0,3,5/29/25 23:06,05-29-25,5,2025
un duplex s5 au lac,950000 DT,950000,3,Tunis,Les Berges Du Lac,1,5,5/29/25 23:06,05-29-25,5,2025
un villa s3,1800000 DT,1800000,3,Tunis,La Marsa,1,3,5/29/25 15:47,05-29-25,5,2025
s+3 de 180m² meublé - les berges du Lac 2,4500 DT,4500,0,Tunis,Les Berges Du Lac,0,3,5/29/25 14:52,05-29-25,5,2025
un villa s3,2500 DT,2500,4,Tunis,La Marsa,0,3,5/29/25 14:51,05-29-25,5,2025
Villa s+5 aux Berges du Lac 2 ZVL0274,6000 DT,6000,4,Tunis,Les Berges Du Lac,0,5,5/29/25 14:51,05-29-25,5,2025
une spacieuse villa S5 avec piscine,8000 DT,8000,4,Tunis,Jardin De Carthage,0,5,5/29/25 14:51,05-29-25,5,2025
Appartement s+2 aux Jardins de Carthage MAL2497,2300 DT,2300,0,Tunis,Jardin De Carthage,0,2,5/29/25 14:51,05-29-25,5,2025
Duplex s+3 à La Marsa MTRL0057,3500 DT,3500,4,Tunis,La Marsa,0,3,5/29/25 14:51,05-29-25,5,2025
une villa s3,3500 DT,3500,4,Tunis,La Marsa,0,3,5/29/25 14:51,05-29-25,5,2025
Etage de villa s+2 à Ain Zaghouan nord ZEL0528,1500 DT,1500,0,Tunis,Aïn Zaghouan,0,2,5/29/25 11:29,05-29-25,5,2025
Etage de villa s+2 à Ain Zaghouan nord ZEL0529,1200 DT,1200,0,Tunis,Aïn Zaghouan,0,2,5/29/25 11:29,05-29-25,5,2025
Triplex s+3 avec piscine à Gammarth MTRL0097,6500 DT,6500,4,Tunis,Gammarth,0,3,5/28/25 19:38,05-28-25,5,2025
A vendre Appartement S+ 3 Palmeraie zayatine avec pkg ss sol,316000 DT,316000,1,Tunis,L'aouina,1,3,5/28/25 19:38,05-28-25,5,2025
Appartement S+1 à Gammarth ZAV1866,450000 DT,450000,1,Tunis,Gammarth,1,1,5/28/25 15:52,05-28-25,5,2025
Appartement s+1 meublé aux Jardins de Carthage MAL1626,1750 DT,1750,0,Tunis,Jardin De Carthage,0,1,5/28/25 15:28,05-28-25,5,2025
une villa s5 à ain Zaghouan nord avec piscine,6500 DT,6500,4,Tunis,La Marsa,0,5,5/28/25 14:50,05-28-25,5,2025
Appartement s+2 aux Jardins de Carthage ZAL1555,2100 DT,2100,0,Tunis,Jardin De Carthage,0,2,5/27/25 19:42,05-27-25,5,2025
Appartement s+4 à l'aouina ZAL1622,2000 DT,2000,0,Tunis,L'aouina,0,4,5/27/25 19:42,05-27-25,5,2025
un bel appartement S+3,2700 DT,2700,0,Tunis,Jardin De Carthage,0,3,5/27/25 19:42,05-27-25,5,2025
Duplex S2,2800 DT,2800,4,Tunis,Jardin De Carthage,0,2,5/27/25 15:34,05-27-25,5,2025
une spacieuse villa S5 avec piscine,8000 DT,8000,4,Tunis,Jardin De Carthage,0,5,5/27/25 15:34,05-27-25,5,2025
un grand appartement S2,1800 DT,1800,0,Tunis,Jardin De Carthage,0,2,5/27/25 15:34,05-27-25,5,2025
Appartement s+4 à Ain Zaghouan nord MAL2881,1400 DT,1400,0,Tunis,Aïn Zaghouan,0,4,5/27/25 15:34,05-27-25,5,2025
Rez-de-chaussée de villa s3 aux Jardins de Carthage ZRCL0020,4000 DT,4000,0,Tunis,Jardin De Carthage,0,3,5/27/25 15:31,05-27-25,5,2025
Appartement s+1 meublé à Ain Zaghouan nord MAL0832,1800 DT,1800,0,Tunis,Aïn Zaghouan,0,1,5/27/25 15:31,05-27-25,5,2025
un appartement S1 meublé avec jardin,2000 DT,2000,0,Tunis,Sidi Daoud,0,1,5/27/25 15:31,05-27-25,5,2025
un appartement S1 meublé aux jardins de Carthage,1600 DT,1600,0,Tunis,Jardin De Carthage,0,1,5/27/25 15:31,05-27-25,5,2025
une villa s5 à gammarth supérieur,5700 DT,5700,4,Tunis,Gammarth,0,5,5/27/25 10:59,05-27-25,5,2025
un appartement S2 meublé aux Jardins de Carthage,2900 DT,2900,0,Tunis,Jardin De Carthage,0,2,5/27/25 10:59,05-27-25,5,2025
Appartement S+1 a vendre à Montfleury,100000 DT,100000,1,Tunis,Sidi El Béchir,1,1,5/27/25 10:23,05-27-25,5,2025
un rez-de-chaussée de villa S+3 avec jardin,1900 DT,1900,4,Tunis,La Marsa,0,3,5/27/25 10:23,05-27-25,5,2025
Appartement S+2 à Montfleury,110000 DT,110000,1,Tunis,Sidi El Béchir,1,2,5/27/25 10:23,05-27-25,5,2025
Appartement s+0 meublé à Ain Zaghouan nord MAL0499,1100 DT,1100,0,Tunis,Aïn Zaghouan,0,0,5/26/25 22:08,05-26-25,5,2025
Appartement s+1 à Ain Zaghouan ZAV1873,265000 DT,265000,1,Tunis,Aïn Zaghouan,1,1,5/26/25 22:08,05-26-25,5,2025
Appartement S+3 aux Jardins de Carthage,2700 DT,2700,0,Tunis,Jardin De Carthage,0,3,5/26/25 14:58,05-26-25,5,2025
un appartement s2 à ain zaghouan,3300 DT,3300,0,Tunis,Aïn Zaghouan,0,2,5/26/25 14:58,05-26-25,5,2025
Appartement s+3 aux Jardins de Carthage ZAL1616,2500 DT,2500,0,Tunis,Jardin De Carthage,0,3,5/26/25 14:58,05-26-25,5,2025
Appartement s+2 aux Jardins de Carthage ZAL1620,2500 DT,2500,0,Tunis,Jardin De Carthage,0,2,5/26/25 14:58,05-26-25,5,2025
Appartement s+1 meublé aux Jardins de Carthage ZAL1542,1700 DT,1700,0,Tunis,Aïn Zaghouan,0,1,5/26/25 11:32,05-26-25,5,2025
Appartement s+2 avec terrasse à La Marsa MAL0803,2500 DT,2500,0,Tunis,La Marsa,0,2,5/26/25 10:57,05-26-25,5,2025
Appartement s+2 à Ain Zaghouan nord ZAL1527,2500 DT,2500,0,Tunis,Aïn Zaghouan,0,2,5/24/25 13:30,05-24-25,5,2025
un duplex s3 meublé aux berges du lac2,3700 DT,3700,4,Tunis,Les Berges Du Lac,0,3,5/24/25 13:30,05-24-25,5,2025
Appartement s+2 meublé à Ain Zaghouan El Wahat MAL1319,2600 DT,2600,0,Tunis,Aïn Zaghouan,0,2,5/23/25 20:15,05-23-25,5,2025
un appartement s1 aux jardins de carthage,1250 DT,1250,0,Tunis,Jardin De Carthage,0,1,5/23/25 20:15,05-23-25,5,2025
S+2 en RDC à Cité Olympique,800 DT,800,0,Tunis,Cité Olympique,0,2,5/23/25 20:14,05-23-25,5,2025
un duplex S2,2800 DT,2800,4,Tunis,Jardin De Carthage,0,2,5/23/25 20:14,05-23-25,5,2025
Appartement s+2 à Ain Zaghouan sud MAL4471,1200 DT,1200,0,Tunis,Aïn Zaghouan,0,2,5/23/25 14:31,05-23-25,5,2025
Appartement meublé s+2 à La Marsa MAL0123,3400 DT,3400,0,Tunis,La Marsa,0,2,5/23/25 10:48,05-23-25,5,2025
une villa s3 à ain zaghouan,5000 DT,5000,4,Tunis,Aïn Zaghouan,0,3,5/23/25 10:14,05-23-25,5,2025
Appartement s+1 à l’aouina ZAL1598,1200 DT,1200,0,Tunis,L'aouina,0,1,5/22/25 22:07,05-22-25,5,2025
"Appartement s+1 meublé à bhar lazrek , La Marsa ZAL1615",1200 DT,1200,0,Tunis,La Marsa,0,1,5/22/25 22:07,05-22-25,5,2025
Appartement s+1 à Ain Zaghouan MAL0853,1100 DT,1100,0,Tunis,Aïn Zaghouan,0,1,5/22/25 22:05,05-22-25,5,2025
Triplex s+3 avec piscine aux Jardins de Carthage MTRV0060,1800000 DT,1800000,3,Tunis,Jardin De Carthage,1,3,5/22/25 13:23,05-22-25,5,2025
Triplex s+3 avec piscine aux Jardins de Carthage MTRV0059,1700000 DT,1700000,3,Tunis,Jardin De Carthage,1,3,5/22/25 13:23,05-22-25,5,2025
Duplex s+4 à Ain Zaghouan nord ZDL0612,4000 DT,4000,4,Tunis,Aïn Zaghouan,0,4,5/22/25 11:35,05-22-25,5,2025
Duplex S+3 avec jardin à Cité Riadh,2000 DT,2000,4,Tunis,La Marsa,0,3,5/22/25 11:08,05-22-25,5,2025
un appartement S2,1800 DT,1800,0,Tunis,Jardin De Carthage,0,2,5/22/25 11:02,05-22-25,5,2025
Appartement s+2 meublé à Ain Zaghouan nord MAL1446,2400 DT,2400,0,Tunis,Aïn Zaghouan,0,2,5/22/25 11:02,05-22-25,5,2025
Villa S+4 à Gammarth MVL0642,6000 DT,6000,4,Tunis,Gammarth,0,4,5/21/25 22:07,05-21-25,5,2025
Appartement s+3 meublé aux Jardins de Carthage ZAL1612,3500 DT,3500,0,Tunis,Jardin De Carthage,0,3,5/21/25 22:07,05-21-25,5,2025
Appartement S+2 aux Jardins de Carthage MAL0910,2500 DT,2500,0,Tunis,Jardin De Carthage,0,2,5/21/25 22:07,05-21-25,5,2025
une villa s5 à la marsa,4000 DT,4000,4,Tunis,La Marsa,0,5,5/21/25 22:07,05-21-25,5,2025
rez-de-chaussée S3 avec piscine et jardin à La Marsa,3000 DT,3000,4,Tunis,La Marsa,0,3,5/21/25 13:41,05-21-25,5,2025
s+3 pied dans l’eau à La Marsa ZEL0255,5000 DT,5000,0,Tunis,La Marsa,0,3,5/21/25 13:40,05-21-25,5,2025
Appartement s+1 meublé aux Berges du Lac 2 ZAL1614,2280 DT,2280,0,Tunis,Les Berges Du Lac,0,1,5/21/25 13:40,05-21-25,5,2025
Appartement s+1 meublé aux Jardins de l’aouina ZAL1613,950 DT,950,0,Tunis,L'aouina,0,1,5/21/25 13:40,05-21-25,5,2025
Appartement s+1 meublé à Ain Zaghouan nord ZAL1606,1700 DT,1700,0,Tunis,Aïn Zaghouan,0,1,5/21/25 13:40,05-21-25,5,2025
un penthouse S4 aux jardins de carthage,1250000 DT,1250000,1,Tunis,Le Kram,1,4,5/21/25 10:40,05-21-25,5,2025
un appartement meublé S1,1600 DT,1600,0,Tunis,Le Kram,0,1,5/21/25 10:35,05-21-25,5,2025
Appartement s+2 à La Kram MAV1617,380000 DT,380000,1,Tunis,Le Kram,1,2,5/20/25 22:03,05-20-25,5,2025
Rez-de-chaussée de villa meublé s+3 à Gammarth MRCL0055,5000 DT,5000,0,Tunis,Gammarth,0,3,5/20/25 22:03,05-20-25,5,2025
un duplex s3 à la marsa,3000 DT,3000,4,Tunis,La Marsa,0,3,5/20/25 12:44,05-20-25,5,2025
un appartement s1 à cité les palmeraies,1350 DT,1350,0,Tunis,L'aouina,0,1,5/20/25 12:44,05-20-25,5,2025
Appartement s+0 meublé à Ain Zaghouan nord ZAL1608,2000 DT,2000,0,Tunis,Aïn Zaghouan,0,0,5/20/25 12:44,05-20-25,5,2025
un appartement S2 meublé aux jardins de carthage,2900 DT,2900,0,Tunis,La Marsa,0,2,5/19/25 21:47,05-19-25,5,2025
un duplex s5 et un appartement s2,1000000 DT,1000000,3,Tunis,La Marsa,1,5,5/19/25 21:47,05-19-25,5,2025
Villa s+5 avec piscine vue sur mer à Gammarth MVL1706,15000 DT,15000,4,Tunis,Gammarth,0,5,5/19/25 21:46,05-19-25,5,2025
un duplex s3 à la marsa avec jardin,3500 DT,3500,0,Tunis,La Marsa,0,3,5/19/25 21:46,05-19-25,5,2025
un appartement S2 à Ain Zaghouan,2000 DT,2000,0,Tunis,Aïn Zaghouan,0,2,5/19/25 21:46,05-19-25,5,2025
un rez-de-chaussée de villa S+3 avec jardin,1900 DT,1900,4,Tunis,La Marsa,0,3,5/17/25 13:27,05-17-25,5,2025
Appartement s+1 à Ain Zaghouan nord MAL1607,1200 DT,1200,0,Tunis,Aïn Zaghouan,0,1,5/17/25 13:27,05-17-25,5,2025
un appartement s1 neuf à jardin de Carthage,1550 DT,1550,0,Tunis,Jardin De Carthage,0,1,5/17/25 13:27,05-17-25,5,2025
À LOUER : Un appartement S+1 situé à La Nouvelle Soukra ( Me,2000 DT,2000,0,Tunis,La Marsa,0,1,5/17/25 8:58,05-17-25,5,2025
une villa s4 à gammarth,7200 DT,7200,4,Tunis,Gammarth,0,4,5/16/25 21:29,05-16-25,5,2025
Rez-de-chaussée de villa s+3 semi-meublé à La Marsa MAL1524,2200 DT,2200,0,Tunis,La Marsa,0,3,5/16/25 21:29,05-16-25,5,2025
Appartement s3 avec terrasse aux Jardins de Carthage ZAL1569,2500 DT,2500,0,Tunis,Jardin De Carthage,0,3,5/16/25 21:28,05-16-25,5,2025
Appartement s+2 à Gammarth ZAV1872,650000 DT,650000,1,Tunis,Gammarth,1,2,5/16/25 21:28,05-16-25,5,2025
Appartement S1 meublé aux Jardins de Carthage,2000 DT,2000,0,Tunis,Le Kram,0,1,5/16/25 21:28,05-16-25,5,2025
un duplex S3 à la Marsa Cité Khalil,2300 DT,2300,4,Tunis,La Marsa,0,3,5/16/25 21:28,05-16-25,5,2025
rez-de-chaussée S3 avec piscine et jardin à La Marsa,3000 DT,3000,4,Tunis,Le Kram,0,3,5/16/25 21:28,05-16-25,5,2025
Appartement s+3 aux Berges du Lac 2 ZAL1626,3200 DT,3200,0,Tunis,Les Berges Du Lac,0,3,5/15/25 17:53,05-15-25,5,2025
Appartement s+2 à Ain Zaghouan nord MAV1870,485000 DT,485000,1,Tunis,Aïn Zaghouan,1,2,5/15/25 17:53,05-15-25,5,2025
Appartement s+3 aux Jardins de Carthage ZAL1558,2400 DT,2400,0,Tunis,Jardin De Carthage,0,3,5/15/25 17:52,05-15-25,5,2025
Appartement s+1 à L'aouina ZEL0532,950 DT,950,0,Tunis,L'aouina,0,1,5/15/25 14:40,05-15-25,5,2025
Appartement s+1 à Ain Zaghouan El Wahat ZAL1551,1500 DT,1500,0,Tunis,Aïn Zaghouan,0,1,5/15/25 11:20,05-15-25,5,2025
une villa s4 à la marsa avec piscine,6000 DT,6000,4,Tunis,La Marsa,0,4,5/15/25 11:20,05-15-25,5,2025
Appartement s+4 à L' Aouina cité les palmiers,420000 DT,420000,0,Tunis,L'aouina,0,4,5/15/25 10:16,05-15-25,5,2025
Duplex s+4 à La Marsa ZDL0668,2300 DT,2300,4,Tunis,La Marsa,0,4,5/14/25 20:52,05-14-25,5,2025
s+2 à Ain Zaghouan nord ZAL1477,1700 DT,1700,0,Tunis,Aïn Zaghouan,0,2,5/14/25 20:52,05-14-25,5,2025
Appartement s+3 aux Jardins de Carthage MAV1847,765000 DT,765000,1,Tunis,Jardin De Carthage,1,3,5/14/25 14:32,05-14-25,5,2025
Appartement s+1 à Ain Zaghouan El wahat ZAV1866,230000 DT,230000,1,Tunis,Aïn Zaghouan,1,1,5/14/25 14:29,05-14-25,5,2025
S+2 meublé à La Marsa ZAL3653,3400 DT,3400,0,Tunis,La Marsa,0,2,5/13/25 23:11,05-13-25,5,2025
Duplex s+6 avec jardin à La Marsa MDL0519,3200 DT,3200,4,Tunis,La Marsa,0,6,5/13/25 23:11,05-13-25,5,2025
Appartement S2 Au Centre Ville Tunis,130000 DT,130000,1,Tunis,Médina,1,2,5/13/25 23:11,05-13-25,5,2025
Villa s+3 vue sur mer à Gammarth MVL1702,6000 DT,6000,4,Tunis,Gammarth,0,3,5/13/25 23:11,05-13-25,5,2025
Appartement s+2 meublé à La Marsa MAL1587,3000 DT,3000,0,Tunis,La Marsa,0,2,5/13/25 15:42,05-13-25,5,2025
Appartement vue sur lac meublé s2 aux Berges du Lac1 MAL1422,3800 DT,3800,0,Tunis,Les Berges Du Lac,0,2,5/13/25 15:42,05-13-25,5,2025
Rez-de-chaussée s+3 à La Marsa MAL4084,2000 DT,2000,0,Tunis,La Marsa,0,3,5/13/25 15:42,05-13-25,5,2025
Appartement s+2 à Ain Zaghouan nord ZAL3615,1500 DT,1500,0,Tunis,Aïn Zaghouan,0,2,5/13/25 15:42,05-13-25,5,2025
Appartement s+2 meublé aux Berges du Lac 2 ZAL0454,2600 DT,2600,0,Tunis,Les Berges Du Lac,0,2,5/12/25 21:53,05-12-25,5,2025
Villa s+6 avec piscine à Carthage MVL0497,7000 DT,7000,4,Tunis,Carthage,0,6,5/12/25 21:53,05-12-25,5,2025
Duplex s+4 vue sur mer à La Goulette MDV0122,720000 DT,720000,3,Tunis,La Goulette,1,4,5/12/25 14:32,05-12-25,5,2025
Appartement s+2 à Ain Zaghouan El Wahat MAV1855,300000 DT,300000,1,Tunis,Aïn Zaghouan,1,2,5/12/25 14:11,05-12-25,5,2025
À LOUER : Un appartement S+2 situé à La Nouvelle Soukra ( Ja,1350 DT,1350,0,Tunis,La Marsa,0,2,5/12/25 14:11,05-12-25,5,2025
Appartement s+2 aux Jardins de Carthage MAV1725,572000 DT,572000,1,Tunis,La Marsa,1,2,5/12/25 14:11,05-12-25,5,2025
Appartement s+3 à La Marsa ZAL1601,1850 DT,1850,0,Tunis,La Marsa,0,3,5/12/25 14:11,05-12-25,5,2025
Duplex s+3 aux Jardins de Carthage ZDL0667,2500 DT,2500,4,Tunis,Jardin De Carthage,0,3,5/10/25 22:37,05-10-25,5,2025
Triplex s+5 avec piscine à Gammarth MDL0570,6500 DT,6500,4,Tunis,Gammarth,0,5,5/10/25 11:23,05-10-25,5,2025
un appartement s2 meublé à la marsa,2000 DT,2000,0,Tunis,Sidi Daoud,0,2,5/10/25 11:23,05-10-25,5,2025
Duplex s+3 avec jardin à La Marsa MDL0666,3200 DT,3200,4,Tunis,La Marsa,0,3,5/9/25 21:25,05-09-25,5,2025
À LOUER : Un appartement S+2 situé à Cité Wahat ( Jamais Hab,1450 DT,1450,0,Tunis,La Marsa,0,2,5/9/25 21:25,05-09-25,5,2025
Duplex s+4 avec Jardin à La Marsa MDL0662,2400 DT,2400,4,Tunis,La Marsa,0,4,5/9/25 21:25,05-09-25,5,2025
Opportunité rare ! À VENDRE : Un S+2 situé à SIDI BOUSSAID,325000 DT,325000,1,Tunis,Carthage,1,2,5/9/25 21:25,05-09-25,5,2025
Appartement s+2 meublé à Ain Zaghouan sud ZAL1603,1550 DT,1550,0,Tunis,Aïn Zaghouan,0,2,5/9/25 21:25,05-09-25,5,2025
Duplex S+3 avec jardin à La Marsa MDL0650,2300 DT,2300,4,Tunis,La Marsa,0,3,5/9/25 14:29,05-09-25,5,2025
À LOUER : Un appartement S+2 situé à Cité Wahat,1200 DT,1200,0,Tunis,La Marsa,0,2,5/9/25 14:29,05-09-25,5,2025
Villa s+5 avec piscine aux jardin de Carthage MVL0599,6000 DT,6000,4,Tunis,Jardin De Carthage,0,5,5/9/25 14:29,05-09-25,5,2025
Appartement s+2 aux Jardins de Carthage MAL1594,1900 DT,1900,0,Tunis,Jardin De Carthage,0,2,5/8/25 13:25,05-08-25,5,2025
S+3 de 180m² - direct promoteur - la nouvelle Soukra,970000 DT,970000,1,Tunis,Aïn Zaghouan,1,3,5/8/25 10:59,05-08-25,5,2025
S+1 de 80m² avec piscine - Ain Zaghouen nord,350000 DT,350000,1,Tunis,Aïn Zaghouan,1,1,5/8/25 10:59,05-08-25,5,2025
S+1 de 74m² meublé - jamais habité - Ain Zaghouen nord,2200 DT,2200,0,Tunis,Aïn Zaghouan,0,1,5/8/25 10:59,05-08-25,5,2025
Appartement s+1 à l'aouina zal1597,1200 DT,1200,0,Tunis,L'aouina,0,1,5/7/25 21:35,05-07-25,5,2025
un duplex s3 à la marsa,2200 DT,2200,4,Tunis,La Marsa,0,3,5/7/25 21:35,05-07-25,5,2025
Appartement s+1 à l'aouina zal1596,1200 DT,1200,0,Tunis,L'aouina,0,1,5/7/25 21:35,05-07-25,5,2025
Appartement s+1 meublé aux Jardins de Carthage MAL1599,2500 DT,2500,0,Tunis,Jardin De Carthage,0,1,5/7/25 21:35,05-07-25,5,2025
Duplex s+3 avec jardin aux Jardins de Carthage ZDL0665,3000 DT,3000,4,Tunis,Jardin De Carthage,0,3,5/7/25 21:35,05-07-25,5,2025
appartement s+2,750 DT,750,0,Tunis,Cité El Khadra,0,2,5/7/25 21:35,05-07-25,5,2025
un appartement s2 à gammarth,1120 DT,1120,0,Tunis,Gammarth,0,2,5/7/25 21:35,05-07-25,5,2025
Appartement s+1 à L' Aouina ZAL1593,1050 DT,1050,0,Tunis,Aïn Zaghouan,0,1,5/7/25 15:31,05-07-25,5,2025
Appartement S+3 à La Marsa MAL1591,1650 DT,1650,0,Tunis,La Marsa,0,3,5/7/25 15:31,05-07-25,5,2025
Appartement s+2 à La Marsa MAL0517,1700 DT,1700,0,Tunis,La Marsa,0,2,5/7/25 15:31,05-07-25,5,2025
À LOUER : Un spacieux appartement S+2 situé à L’Aouina ( Vid,1150 DT,1150,0,Tunis,La Marsa,0,2,5/6/25 20:38,05-06-25,5,2025
Etage de villa meublé s+2 vue sur mer à La Marsa MAL3504,5000 DT,5000,0,Tunis,La Marsa,0,2,5/6/25 20:38,05-06-25,5,2025
A louer un appartement S2 à La Marsa Cité du stade,1850 DT,1850,0,Tunis,La Marsa,0,2,5/6/25 20:38,05-06-25,5,2025
Appartement s+3 vue sur mer à Gammarth zal1590,3000 DT,3000,0,Tunis,Gammarth,0,3,5/6/25 20:38,05-06-25,5,2025
Appartement s+3 à Gammarth MAL0944,5000 DT,5000,0,Tunis,Gammarth,0,3,5/6/25 20:38,05-06-25,5,2025
un duplex s4 au lac 1,2600 DT,2600,4,Tunis,Les Berges Du Lac,0,4,5/6/25 15:20,05-06-25,5,2025
etage de villa s3 à ain zaghouan nord zal1595,1700 DT,1700,0,Tunis,Aïn Zaghouan,0,3,5/6/25 15:20,05-06-25,5,2025
un appartement s1 avec jardin à gammarth,1500 DT,1500,0,Tunis,Gammarth,0,1,5/5/25 15:17,05-05-25,5,2025
S+1 de 60 m² direct promoteur - les jardins de Carthage,408030 DT,408030,1,Tunis,Jardin De Carthage,1,1,5/5/25 12:30,05-05-25,5,2025
S+1 de 74m² - jamais habité - Ain Zaghouen nord,1600 DT,1600,0,Tunis,Aïn Zaghouan,0,1,5/5/25 12:30,05-05-25,5,2025
S+3 de 200m² - La Marsa,2900 DT,2900,0,Tunis,La Marsa,0,3,5/5/25 12:30,05-05-25,5,2025
S+2 de 115m² -jamais habité - Ain Zaghouen nord,2300 DT,2300,0,Tunis,Aïn Zaghouan,0,2,5/5/25 12:29,05-05-25,5,2025
une villa s4 à gammarth avec piscine,6300 DT,6300,4,Tunis,Gammarth,0,4,5/5/25 11:20,05-05-25,5,2025
À VENDRE : Des appartements S+1 & S+2 situés à La Nouvelle S,198000 DT,198000,1,Tunis,La Marsa,1,1,5/3/25 21:07,05-03-25,5,2025
À LOUER : Un appartement S+1 situé à Cité Wahat,1000 DT,1000,0,Tunis,La Marsa,0,1,5/3/25 14:15,05-03-25,5,2025
À VENDRE : Un appartement S+1 Haut standing situé à La Nouve,240000 DT,240000,1,Tunis,La Marsa,1,1,5/3/25 14:15,05-03-25,5,2025
À VENDRE : Des appartements S+0 situé à Cité Wahat,130000 DT,130000,1,Tunis,La Marsa,1,0,5/3/25 14:15,05-03-25,5,2025
À LOUER : Un appartement S+2 situé à Cité Wahat,1300 DT,1300,0,Tunis,La Marsa,0,2,5/3/25 14:15,05-03-25,5,2025
À LOUER : Un appartement S+2 situé à Cité Wahat,1300 DT,1300,0,Tunis,La Marsa,0,2,5/3/25 14:15,05-03-25,5,2025
un appartement s2 meublé aux lac2,2400 DT,2400,0,Tunis,Les Berges Du Lac,0,2,5/2/25 15:09,05-02-25,5,2025
Appartement s+3 a vendre à cité olympique,295000 DT,295000,1,Tunis,Cité Olympique,1,3,5/2/25 15:09,05-02-25,5,2025
Etage de villa S+2 à Ain Zaghouan ZEL0527,1650 DT,1650,4,Tunis,Aïn Zaghouan,0,2,5/1/25 23:04,05-01-25,5,2025
un duplex s4 à la marsa,2400 DT,2400,4,Tunis,La Marsa,0,4,4/30/25 21:21,04-30-25,4,2025
Appartement S+1 aux Jardins de Carthage ZAV1852,350000 DT,350000,1,Tunis,Jardin De Carthage,1,1,4/30/25 21:21,04-30-25,4,2025
Duplex S+4 avec chambre de service aux Jardins de Carthage Z,4000 DT,4000,4,Tunis,Jardin De Carthage,0,4,4/30/25 14:44,04-30-25,4,2025
Appartement S+2 meublé à La Marsa MAL1585,3500 DT,3500,0,Tunis,La Marsa,0,2,4/30/25 14:44,04-30-25,4,2025
Appartement S+2 aux Jardins de Carthage MAV1861,480000 DT,480000,1,Tunis,Jardin De Carthage,1,2,4/29/25 21:31,04-29-25,4,2025
Appartement S+2 à Ain Zaghouan Nord ZAL1583,2300 DT,2300,0,Tunis,Aïn Zaghouan,0,2,4/29/25 21:31,04-29-25,4,2025
Appartement S+3 à La Marsa MAL1586,1200 DT,1200,0,Tunis,La Marsa,0,3,4/29/25 21:31,04-29-25,4,2025
À LOUER : Un appartement S+3 situé à La Marsa Cité Khalil (,1700 DT,1700,0,Tunis,La Marsa,0,3,4/29/25 14:40,04-29-25,4,2025
Villa S+5 avec piscine aux jardins de l’Aouina ZVL1694,5000 DT,5000,4,Tunis,L'aouina,0,5,4/29/25 14:40,04-29-25,4,2025
À LOUER : Un appartement S+1 situé à L’Aouina,1050 DT,1050,0,Tunis,La Marsa,0,1,4/29/25 14:40,04-29-25,4,2025
une villa s3 à Gammarth avec piscine,6500 DT,6500,4,Tunis,Gammarth,0,3,4/29/25 14:40,04-29-25,4,2025
À LOUER : Un appartement S+2 ( meublé ) situé à Gammarth,1750 DT,1750,0,Tunis,Gammarth,0,2,4/28/25 21:11,04-28-25,4,2025
A VENDRE S+3,175 DT,175,3,Tunis,El Ouardia,1,3,4/28/25 21:10,04-28-25,4,2025
Appartement S+2 près de la mer à Khair-Eddine MAV1742,400000 DT,400000,1,Tunis,La Goulette,1,2,4/28/25 9:37,04-28-25,4,2025
un appartement s2 meublé à la Marsa plage,2500 DT,2500,0,Tunis,La Marsa,0,2,4/27/25 21:32,04-27-25,4,2025
Villa S+5 à Carthage MVL1691,4000 DT,4000,4,Tunis,Carthage,0,5,4/27/25 21:32,04-27-25,4,2025
Villa S+5 à Carthage MVL1688,6000 DT,6000,4,Tunis,Gammarth,0,5,4/27/25 21:32,04-27-25,4,2025
