title,price_text,price,category,city,location,type_transaction,rooms,post_time,post_date,post_month,post_year,post_day,post_dayofweek,post_weekend,post_hour,post_period,season
Appartement s3 avec terrasse vue sur mer à La Marsa MAL1998,7000 DT,7000,0,Tunis,La Marsa,0,3,2025-11-06 22:57:00,2025-11-06,11,2025,6,3,0,22,Soir,Automne
Appartement s2 au Lac2 ZAL1390,2200 DT,2200,0,Tunis,Les Berges Du Lac,0,2,2025-11-06 13:44:00,2025-11-06,11,2025,6,3,0,13,Après-midi,Automne
Location S2 vide à La Marsa,650 DT,650,4,Tunis,La Marsa,0,2,2025-11-06 13:44:00,2025-11-06,11,2025,6,3,0,13,Après-midi,Automne
Location S2 vide à Cité El Khadhra,750 DT,750,0,Tunis,Cité El Khadra,0,2,2025-11-06 13:43:00,2025-11-06,11,2025,6,3,0,13,Après-midi,Automne
Duplex s3 à Bhar Lazrak La Marsa ZDL0651,2000 DT,2000,4,Tunis,La Marsa,0,3,2025-11-05 23:42:00,2025-11-05,11,2025,5,2,0,23,Soir,Automne
Appartement s1 meublé à L'aouina ZAL1993,1300 DT,1300,0,Tunis,L'aouina,0,1,2025-11-05 23:42:00,2025-11-05,11,2025,5,2,0,23,Soir,Automne
Appartement s3 meublé au Lac2 ZAL1994,6000 DT,6000,0,Tunis,Les Berges Du Lac,0,3,2025-11-05 23:42:00,2025-11-05,11,2025,5,2,0,23,Soir,Automne
Appartement s2 à Ain Zaghouan nord ZAL1992,2200 DT,2200,0,Tunis,Aïn Zaghouan,0,2,2025-11-05 23:41:00,2025-11-05,11,2025,5,2,0,23,Soir,Automne
Appartement s2 aux Jardins de Carthage MAL1035,1650 DT,1650,0,Tunis,Jardin De Carthage,0,2,2025-11-05 23:41:00,2025-11-05,11,2025,5,2,0,23,Soir,Automne
Location S1 vide à Jardin De Carthage,1400 DT,1400,0,Tunis,Jardin De Carthage,0,1,2025-11-04 22:34:00,2025-11-04,11,2025,4,1,0,22,Soir,Automne
Duplex s4 avec jardin et piscine à La Marsa MDL0008,3400 DT,3400,4,Tunis,La Marsa,0,4,2025-11-04 18:12:00,2025-11-04,11,2025,4,1,0,18,Après-midi,Automne
Duplex S4 avec jardin à La Marsa ZDL0072,1800 DT,1800,4,Tunis,La Marsa,0,4,2025-11-04 18:12:00,2025-11-04,11,2025,4,1,0,18,Après-midi,Automne
Location S2 vide à L'aouina,1150 DT,1150,0,Tunis,L'aouina,0,2,2025-11-04 18:12:00,2025-11-04,11,2025,4,1,0,18,Après-midi,Automne
Appartement s1 meublé à La Marsa MAL3981,2000 DT,2000,0,Tunis,La Marsa,0,1,2025-11-04 12:22:00,2025-11-04,11,2025,4,1,0,12,Matin,Automne
Villa s4 à Ain Zaghouan MVL0009,3400 DT,3400,4,Tunis,Aïn Zaghouan,0,4,2025-11-04 12:22:00,2025-11-04,11,2025,4,1,0,12,Matin,Automne
Appartement s3 meublé à Ain Zaghouan nord MAL0350,3000 DT,3000,0,Tunis,Aïn Zaghouan,0,3,2025-11-04 12:22:00,2025-11-04,11,2025,4,1,0,12,Matin,Automne
Penthouse s4 avec piscine au Lac2 ZPL0005,8000 DT,8000,4,Tunis,Les Berges Du Lac,0,4,2025-11-03 22:49:00,2025-11-03,11,2025,3,0,0,22,Soir,Automne
Appartement s2 meublé à Ain Zaghouan nord MAL1987,2300 DT,2300,0,Tunis,Aïn Zaghouan,0,2,2025-11-03 22:47:00,2025-11-03,11,2025,3,0,0,22,Soir,Automne
À vendre appartement s2 au jardin de Carthage,570000 DT,570000,1,Tunis,Jardin De Carthage,1,2,2025-11-03 19:10:00,2025-11-03,11,2025,3,0,0,19,Soir,Automne
À vendre appartement s2 à Ain ZAghouen NOrd,510000 DT,510000,1,Tunis,Aïn Zaghouan,1,2,2025-11-03 19:10:00,2025-11-03,11,2025,3,0,0,19,Soir,Automne
une villa s4 à gammarth avec piscine,7000 DT,7000,4,Tunis,Gammarth,0,4,2025-11-01 15:56:00,2025-11-01,11,2025,1,5,1,15,Après-midi,Automne
Etage de villa s3 meublé à La Marsa MEL0568,2500 DT,2500,0,Tunis,La Marsa,0,3,2025-11-01 15:56:00,2025-11-01,11,2025,1,5,1,15,Après-midi,Automne
Appartement s2 meublé au Lac2 MAL1986,6000 DT,6000,0,Tunis,Les Berges Du Lac,0,2,2025-11-01 15:49:00,2025-11-01,11,2025,1,5,1,15,Après-midi,Automne
Appartement s1 meublé au Lac2 MAL1987,2500 DT,2500,0,Tunis,Les Berges Du Lac,0,1,2025-11-01 15:49:00,2025-11-01,11,2025,1,5,1,15,Après-midi,Automne
Appartement s1 meublé à Ain Zaghouan nord ZAL1606,1750 DT,1750,0,Tunis,Aïn Zaghouan,0,1,2025-10-31 14:27:00,2025-10-31,10,2025,31,4,0,14,Après-midi,Automne
Appartement s2 meublé à La Marsa ZAL1983,2900 DT,2900,0,Tunis,La Marsa,0,2,2025-10-30 19:34:00,2025-10-30,10,2025,30,3,0,19,Soir,Automne
Appartement s2 meublé à La Marsa ZAL1985,3000 DT,3000,0,Tunis,La Marsa,0,2,2025-10-30 19:34:00,2025-10-30,10,2025,30,3,0,19,Soir,Automne
Appartement s2 meublé à La Marsa ZAL1982,2100 DT,2100,0,Tunis,La Marsa,0,2,2025-10-30 19:34:00,2025-10-30,10,2025,30,3,0,19,Soir,Automne
Appartement s3 à Ain Zaghouan nord ZAL1977,2650 DT,2650,0,Tunis,Aïn Zaghouan,0,3,2025-10-30 19:34:00,2025-10-30,10,2025,30,3,0,19,Soir,Automne
Appartement s2 à Ain Zaghouan nord MAL1979,1800 DT,1800,0,Tunis,Aïn Zaghouan,0,2,2025-10-30 19:34:00,2025-10-30,10,2025,30,3,0,19,Soir,Automne
Appartement s3 avec piscine au Lac2 MAL4307,6500 DT,6500,0,Tunis,Les Berges Du Lac,0,3,2025-10-30 19:28:00,2025-10-30,10,2025,30,3,0,19,Soir,Automne
Appartement s3 aux Jardins de Carthage ZAL1978,2500 DT,2500,0,Tunis,Jardin De Carthage,0,3,2025-10-29 23:57:00,2025-10-29,10,2025,29,2,0,23,Soir,Automne
Appartement s2 meublé à La Marsa MAL1975,4500 DT,4500,0,Tunis,La Marsa,0,2,2025-10-29 16:06:00,2025-10-29,10,2025,29,2,0,16,Après-midi,Automne
Appartement s2 meublé à La Marsa MAL1974,3500 DT,3500,0,Tunis,La Marsa,0,2,2025-10-29 16:06:00,2025-10-29,10,2025,29,2,0,16,Après-midi,Automne
Appartement s+1 à vendre à cité jardins,267000 DT,267000,1,Tunis,Cité El Khadra,1,1,2025-10-29 16:06:00,2025-10-29,10,2025,29,2,0,16,Après-midi,Automne
Appartement s1 semi-meublé à La Marsa ZAL1972,2000 DT,2000,0,Tunis,La Marsa,0,1,2025-10-29 16:01:00,2025-10-29,10,2025,29,2,0,16,Après-midi,Automne
Appartement s2 meublé à Ain Zaghouan nord ZAL1107,3200 DT,3200,0,Tunis,Aïn Zaghouan,0,2,2025-10-28 23:44:00,2025-10-28,10,2025,28,1,0,23,Soir,Automne
un appartement s2 meublé à gammarth,3800 DT,3800,0,Tunis,Gammarth,0,2,2025-10-28 23:44:00,2025-10-28,10,2025,28,1,0,23,Soir,Automne
Appartement s2 meublé à Ain Zaghouan nord MAL1168,4000 DT,4000,0,Tunis,Aïn Zaghouan,0,2,2025-10-28 15:13:00,2025-10-28,10,2025,28,1,0,15,Après-midi,Automne
Appartement s1 meublé avec terrasse à La Marsa MAL1971,2200 DT,2200,0,Tunis,La Marsa,0,1,2025-10-28 13:44:00,2025-10-28,10,2025,28,1,0,13,Après-midi,Automne
Etage de villa s3 meublé à Sidi Bou Said ZEL0570,2500 DT,2500,0,Tunis,Sidi Bou Said,0,3,2025-10-28 13:44:00,2025-10-28,10,2025,28,1,0,13,Après-midi,Automne
Duplex s3 avec terrasse à La Marsa MDL0357,2300 DT,2300,4,Tunis,La Marsa,0,3,2025-10-28 13:42:00,2025-10-28,10,2025,28,1,0,13,Après-midi,Automne
Duplex meublé s3 avec terrasse et piscine au Lac2 MDL0221,4500 DT,4500,4,Tunis,Les Berges Du Lac,0,3,2025-10-27 14:53:00,2025-10-27,10,2025,27,0,0,14,Après-midi,Automne
Duplex s3 avec jardin et piscine à La Marsa ZTRL0072,4500 DT,4500,4,Tunis,La Marsa,0,3,2025-10-25 19:50:00,2025-10-25,10,2025,25,5,1,19,Soir,Automne
Rez-de-chaussée s2 aux Jardins de Carthage MRCL0209,2200 DT,2200,0,Tunis,Jardin De Carthage,0,2,2025-10-25 19:50:00,2025-10-25,10,2025,25,5,1,19,Soir,Automne
Villa s4 avec jardin à La Marsa MVL0142,3500 DT,3500,4,Tunis,La Marsa,0,4,2025-10-25 19:48:00,2025-10-25,10,2025,25,5,1,19,Soir,Automne
un duplex s3 à la marsa,4200 DT,4200,4,Tunis,La Marsa,0,3,2025-10-24 18:42:00,2025-10-24,10,2025,24,4,0,18,Après-midi,Automne
un triplex s4 meublé à la marsa,8000 DT,8000,4,Tunis,La Marsa,0,4,2025-10-24 18:42:00,2025-10-24,10,2025,24,4,0,18,Après-midi,Automne
Etage de villa s2 meublé à La Marsa ZEL0567,2600 DT,2600,0,Tunis,La Marsa,0,2,2025-10-24 18:42:00,2025-10-24,10,2025,24,4,0,18,Après-midi,Automne
Appartement s2 à La Nouvelle Soukra ZAL1964,1400 DT,1400,0,Tunis,Aïn Zaghouan,0,2,2025-10-24 18:41:00,2025-10-24,10,2025,24,4,0,18,Après-midi,Automne
Appartement s3 avec terrasse aux Jardins de Carthage ZAL1966,2800 DT,2800,0,Tunis,Jardin De Carthage,0,3,2025-10-24 14:17:00,2025-10-24,10,2025,24,4,0,14,Après-midi,Automne
Appartement s2 à La Nouvelle Soukra ZAL1963,1350 DT,1350,0,Tunis,Aïn Zaghouan,0,2,2025-10-24 14:17:00,2025-10-24,10,2025,24,4,0,14,Après-midi,Automne
Villa s3 à La Marsa MVL1001,2800 DT,2800,4,Tunis,La Marsa,0,3,2025-10-23 23:04:00,2025-10-23,10,2025,23,3,0,23,Soir,Automne
Appartement s2 à Ain Zaghouan sud MAL1227,1200 DT,1200,0,Tunis,Aïn Zaghouan,0,2,2025-10-23 23:04:00,2025-10-23,10,2025,23,3,0,23,Soir,Automne
Villa meublée s4 avec piscine à Ain Zaghouan nord ZVL0030,7000 DT,7000,4,Tunis,Aïn Zaghouan,0,4,2025-10-23 23:04:00,2025-10-23,10,2025,23,3,0,23,Soir,Automne
Appartement s2 meublé à L'aouina ZAL1721,1850 DT,1850,0,Tunis,L'aouina,0,2,2025-10-23 14:41:00,2025-10-23,10,2025,23,3,0,14,Après-midi,Automne
Villa s4 à Carthage MVL0028,6500 DT,6500,4,Tunis,Carthage,0,4,2025-10-22 18:19:00,2025-10-22,10,2025,22,2,0,18,Après-midi,Automne
une villa s4 avec jardin à la marsa,3500 DT,3500,4,Tunis,La Marsa,0,4,2025-10-22 18:19:00,2025-10-22,10,2025,22,2,0,18,Après-midi,Automne
un appartement s3 à l'aouina,1150 DT,1150,4,Tunis,L'aouina,0,3,2025-10-22 18:19:00,2025-10-22,10,2025,22,2,0,18,Après-midi,Automne
Appartement s0 meublé aux Jardins de Carthage MAL1962,1700 DT,1700,0,Tunis,Jardin De Carthage,0,0,2025-10-22 16:04:00,2025-10-22,10,2025,22,2,0,16,Après-midi,Automne
Etage de villa s2 meublé à Carthage Amilcar ZEL0563,2000 DT,2000,0,Tunis,Carthage,0,2,2025-10-22 16:02:00,2025-10-22,10,2025,22,2,0,16,Après-midi,Automne
Appartement s2 meublé à La Marsa MAL2514,2500 DT,2500,0,Tunis,La Marsa,0,2,2025-10-21 23:43:00,2025-10-21,10,2025,21,1,0,23,Soir,Automne
Duplex meublé s1 pieds dans l'eau à La Marsa MDL0702,2700 DT,2700,4,Tunis,La Marsa,0,1,2025-10-21 23:43:00,2025-10-21,10,2025,21,1,0,23,Soir,Automne
Appartement s+2 meublé à La Marsa MAL2516,1900 DT,1900,0,Tunis,La Marsa,0,2,2025-10-21 12:32:00,2025-10-21,10,2025,21,1,0,12,Matin,Automne
Appartement s2 aux Jardins de Carthage MAL1690,2400 DT,2400,0,Tunis,Jardin De Carthage,0,2,2025-10-21 11:56:00,2025-10-21,10,2025,21,1,0,11,Matin,Automne
S+2 à louer à la Marsa,950 DT,950,0,Tunis,La Marsa,0,2,2025-10-20 23:18:00,2025-10-20,10,2025,20,0,0,23,Soir,Automne
une villa s5 au lac2 avec piscine,6000 DT,6000,4,Tunis,Les Berges Du Lac,0,5,2025-10-20 18:44:00,2025-10-20,10,2025,20,0,0,18,Après-midi,Automne
Villa meublée s+4 avec piscine au Lac2 MVL0023,7000 DT,7000,4,Tunis,Les Berges Du Lac,0,4,2025-10-20 18:44:00,2025-10-20,10,2025,20,0,0,18,Après-midi,Automne
Appartement s2 meublé à La Marsa Plage MAL1954,2500 DT,2500,0,Tunis,La Marsa,0,2,2025-10-20 14:35:00,2025-10-20,10,2025,20,0,0,14,Après-midi,Automne
Duplex s3 avec terrasse aux Jardins de Carthage MDL0701,3500 DT,3500,4,Tunis,Jardin De Carthage,0,3,2025-10-20 14:35:00,2025-10-20,10,2025,20,0,0,14,Après-midi,Automne
Appartement s2 à La Nouvelle Soukra ZAL1864,1600 DT,1600,0,Tunis,Aïn Zaghouan,0,2,2025-10-18 13:57:00,2025-10-18,10,2025,18,5,1,13,Après-midi,Automne
Appartement s4 aux Berges du Lac2 MAL1951,4800 DT,4800,0,Tunis,Les Berges Du Lac,0,4,2025-10-18 13:57:00,2025-10-18,10,2025,18,5,1,13,Après-midi,Automne
Appartement s2 à La Marsa MAL1949,2900 DT,2900,0,Tunis,La Marsa,0,2,2025-10-18 13:57:00,2025-10-18,10,2025,18,5,1,13,Après-midi,Automne
A VENDRE | Villa S6 à Carthage,2300000 DT,2300000,4,Tunis,Carthage,0,6,2025-10-18 12:11:00,2025-10-18,10,2025,18,5,1,12,Matin,Automne
VENTE | Appartement S1 à la Marsa,200000 DT,200000,1,Tunis,La Marsa,1,1,2025-10-18 12:11:00,2025-10-18,10,2025,18,5,1,12,Matin,Automne
A LOUER | Appartement S3 meublé à sidi Bou said,6000 DT,6000,0,Tunis,Sidi Bou Said,0,3,2025-10-18 12:11:00,2025-10-18,10,2025,18,5,1,12,Matin,Automne
LOCATION | Etage de villa S3 à l'aouina,2000 DT,2000,0,Tunis,L'aouina,0,3,2025-10-18 12:10:00,2025-10-18,10,2025,18,5,1,12,Matin,Automne
appartement s3 à wahat prés ciao ciao,520000 DT,520000,1,Tunis,L'aouina,1,3,2025-10-17 23:44:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
appartement s3 à aouina,420000 DT,420000,1,Tunis,L'aouina,1,3,2025-10-17 23:44:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
Appartement s1 meublé à La Marsa ZAL1948,2200 DT,2200,0,Tunis,La Marsa,0,1,2025-10-17 23:43:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
Appartement s1 meublé à Ain Zaghouan nord MAL4497,1500 DT,1500,0,Tunis,Aïn Zaghouan,0,1,2025-10-17 23:43:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
Villa s5 aux Berges du Lac1 MVL0026,5700 DT,5700,4,Tunis,Les Berges Du Lac,0,5,2025-10-17 23:43:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
Etage de villa s2 avec terrasse à La Marsa MAL3507,1750 DT,1750,0,Tunis,La Marsa,0,2,2025-10-17 23:42:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
un duplex s3 à carthage,3100 DT,3100,4,Tunis,Carthage,0,3,2025-10-17 23:42:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
appartement s2 au RDC à ain zaghouan,330000 DT,330000,1,Tunis,Aïn Zaghouan,1,2,2025-10-17 23:42:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
Etage de villa s4 meublé à Sidi Bou Said MEL0566,4000 DT,4000,0,Tunis,Sidi Bou Said,0,4,2025-10-17 23:42:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
appartement s2 à ain zaghouan,350000 DT,350000,1,Tunis,Aïn Zaghouan,1,2,2025-10-17 23:33:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
Loft s1 meublé à La Marsa MRCL0333,1500 DT,1500,0,Tunis,La Marsa,0,1,2025-10-17 23:33:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
Duplex s4 avec terrasse aux Jardins de Carthage ZDL0209,4000 DT,4000,4,Tunis,Jardin De Carthage,0,4,2025-10-17 23:33:00,2025-10-17,10,2025,17,4,0,23,Soir,Automne
un appartement s3 à la marsa plage,3500 DT,3500,0,Tunis,La Marsa,0,3,2025-10-16 20:42:00,2025-10-16,10,2025,16,3,0,20,Soir,Automne
un appartement s2 à jardins de carthage,1600 DT,1600,0,Tunis,Jardin De Carthage,0,2,2025-10-16 20:39:00,2025-10-16,10,2025,16,3,0,20,Soir,Automne
Etage de villa s3 meublé avec terrasse à La Marsa MEL0565,1800 DT,1800,0,Tunis,La Marsa,0,3,2025-10-15 23:09:00,2025-10-15,10,2025,15,2,0,23,Soir,Automne
Appartement s3 avec jardin à La Marsa MDL0113,3000 DT,3000,0,Tunis,La Marsa,0,3,2025-10-15 23:09:00,2025-10-15,10,2025,15,2,0,23,Soir,Automne
Appartement s2 à Sidi Bou Said MAL1938,2500 DT,2500,0,Tunis,Sidi Bou Said,0,2,2025-10-15 23:09:00,2025-10-15,10,2025,15,2,0,23,Soir,Automne
Villa s5 avec piscine à Gammarth MVL0012,7000 DT,7000,4,Tunis,Gammarth,0,5,2025-10-15 23:09:00,2025-10-15,10,2025,15,2,0,23,Soir,Automne
Appartement s2 avec piscine et jardin à Gammarth ZAL2197,4000 DT,4000,0,Tunis,Gammarth,0,2,2025-10-14 23:44:00,2025-10-14,10,2025,14,1,0,23,Soir,Automne
Appartement s3 aux Jardins de Carthage MAL1940,2100 DT,2100,0,Tunis,Jardin De Carthage,0,3,2025-10-14 23:43:00,2025-10-14,10,2025,14,1,0,23,Soir,Automne
Appartement s1 aux Jardins de Carthage MAL1936,1800 DT,1800,0,Tunis,Jardin De Carthage,0,1,2025-10-14 12:14:00,2025-10-14,10,2025,14,1,0,12,Matin,Automne
Appartement s3 aux Jardins de Carthage ZAL1937,3500 DT,3500,0,Tunis,Jardin De Carthage,0,3,2025-10-14 12:14:00,2025-10-14,10,2025,14,1,0,12,Matin,Automne
Appartement s3 meublé à L'aouina MAL1924,1900 DT,1900,0,Tunis,L'aouina,0,3,2025-10-13 19:43:00,2025-10-13,10,2025,13,0,0,19,Soir,Automne
Appartement s0 meublé à Ain Zaghouan nord ZAL1923,1650 DT,1650,0,Tunis,Aïn Zaghouan,0,0,2025-10-10 22:54:00,2025-10-10,10,2025,10,4,0,22,Soir,Automne
A louer bel appartement S+2 à cité el khadhra,930 DT,930,0,Tunis,Cité El Khadra,0,2,2025-10-10 22:53:00,2025-10-10,10,2025,10,4,0,22,Soir,Automne
Duplex s4 avec terrasse au Lac1 ZDL0699,5000 DT,5000,4,Tunis,Les Berges Du Lac,0,4,2025-10-10 22:52:00,2025-10-10,10,2025,10,4,0,22,Soir,Automne
Appartement s1 meublé aux Jardins de Carthage ZAL1922,2500 DT,2500,0,Tunis,Jardin De Carthage,0,1,2025-10-10 09:28:00,2025-10-10,10,2025,10,4,0,9,Matin,Automne
Appartement s1 à La Nouvelle Soukra MAL1913,1150 DT,1150,0,Tunis,Aïn Zaghouan,0,1,2025-10-10 09:28:00,2025-10-10,10,2025,10,4,0,9,Matin,Automne
Appartement s2 à Ain Zaghouan nord MAL1907,1900 DT,1900,0,Tunis,Aïn Zaghouan,0,2,2025-10-10 09:27:00,2025-10-10,10,2025,10,4,0,9,Matin,Automne
Appartement s1 à La Marsa MAL1914,2500 DT,2500,0,Tunis,La Marsa,0,1,2025-10-10 09:27:00,2025-10-10,10,2025,10,4,0,9,Matin,Automne
Appartement s2 meublé à Ain Zaghouan nord MAL1930,1900 DT,1900,0,Tunis,Aïn Zaghouan,0,2,2025-10-10 09:27:00,2025-10-10,10,2025,10,4,0,9,Matin,Automne
Appartement s2 à La Marsa MAL1915,3000 DT,3000,0,Tunis,La Marsa,0,2,2025-10-10 09:26:00,2025-10-10,10,2025,10,4,0,9,Matin,Automne
s1 meublé avec jardin à Ain Zaghouan nord ZAL2418,1800 DT,1800,0,Tunis,Aïn Zaghouan,0,1,2025-10-10 09:26:00,2025-10-10,10,2025,10,4,0,9,Matin,Automne
Appartement s1 à La Nouvelle Soukra ZAL1926,1250 DT,1250,0,Tunis,Aïn Zaghouan,0,1,2025-10-10 09:26:00,2025-10-10,10,2025,10,4,0,9,Matin,Automne
maison s+3 à vendre,240000 DT,240000,3,Tunis,Djebel Jelloud,1,3,2025-10-08 12:54:00,2025-10-08,10,2025,8,2,0,12,Matin,Automne
un appartement s3 au ac2,5500 DT,5500,0,Tunis,Les Berges Du Lac,0,3,2025-10-07 19:18:00,2025-10-07,10,2025,7,1,0,19,Soir,Automne
Penthouse s3 avec piscine au Lac2 ZPL0004,7000 DT,7000,0,Tunis,Les Berges Du Lac,0,3,2025-10-07 19:18:00,2025-10-07,10,2025,7,1,0,19,Soir,Automne
Duplex s3 avec piscine à Gammarth MDL0697,7000 DT,7000,4,Tunis,Gammarth,0,3,2025-10-07 14:10:00,2025-10-07,10,2025,7,1,0,14,Après-midi,Automne
Duplex s2 meublé vue sur mer à Gammarth MVL1751,3000 DT,3000,4,Tunis,Gammarth,0,2,2025-10-07 14:10:00,2025-10-07,10,2025,7,1,0,14,Après-midi,Automne
Appartement s3 aux Jardins de Carthage MAL1735,3000 DT,3000,0,Tunis,Jardin De Carthage,0,3,2025-10-07 14:10:00,2025-10-07,10,2025,7,1,0,14,Après-midi,Automne
Appartement s2 à Ain Zaghouan nord MAL1909,1350 DT,1350,0,Tunis,Aïn Zaghouan,0,2,2025-10-07 14:10:00,2025-10-07,10,2025,7,1,0,14,Après-midi,Automne
Appartement s1 meublé à Ain Zaghouan nord MAL1919,1200 DT,1200,0,Tunis,Aïn Zaghouan,0,1,2025-10-07 14:10:00,2025-10-07,10,2025,7,1,0,14,Après-midi,Automne
Appartement meublé s2 avec terrasse à La Marsa MAL1212,4500 DT,4500,0,Tunis,La Marsa,0,2,2025-10-06 23:06:00,2025-10-06,10,2025,6,0,0,23,Soir,Automne
À VENDRE – Appartement S+1 au RDC à Ain Zaghouan,262000 DT,262000,1,Tunis,Aïn Zaghouan,1,1,2025-10-06 23:06:00,2025-10-06,10,2025,6,0,0,23,Soir,Automne
Appartement S+3 à La Marsa MAL1911,5500 DT,5500,0,Tunis,La Marsa,0,3,2025-10-06 23:06:00,2025-10-06,10,2025,6,0,0,23,Soir,Automne
Appartement s1 meublé à La Nouvelle Soukra ZAL1906,1600 DT,1600,0,Tunis,Aïn Zaghouan,0,1,2025-10-04 20:04:00,2025-10-04,10,2025,4,5,1,20,Soir,Automne
Appartement s1 aux Jardins de Carthage MAL1903,1500 DT,1500,0,Tunis,Jardin De Carthage,0,1,2025-10-04 20:04:00,2025-10-04,10,2025,4,5,1,20,Soir,Automne
un duplex s4 au lac2,8500 DT,8500,4,Tunis,Les Berges Du Lac,0,4,2025-10-04 20:03:00,2025-10-04,10,2025,4,5,1,20,Soir,Automne
un duplex s4 au lac1 avec piscine,4500 DT,4500,4,Tunis,Les Berges Du Lac,0,4,2025-10-04 20:03:00,2025-10-04,10,2025,4,5,1,20,Soir,Automne
Appartement s3 aux Jardins de Carthage ZAL1901,2400 DT,2400,0,Tunis,Jardin De Carthage,0,3,2025-10-04 20:03:00,2025-10-04,10,2025,4,5,1,20,Soir,Automne
Villa plain-pied s2 meublée à La Marsa MVL1752,3300 DT,3300,4,Tunis,La Marsa,0,2,2025-10-04 20:03:00,2025-10-04,10,2025,4,5,1,20,Soir,Automne
Appartement s3 aux Jardins de Carthage MAL1891,4050 DT,4050,0,Tunis,Jardin De Carthage,0,3,2025-10-03 23:25:00,2025-10-03,10,2025,3,4,0,23,Soir,Automne
un appartement s2 meublé à la marsa,3000 DT,3000,0,Tunis,La Marsa,0,2,2025-10-03 23:25:00,2025-10-03,10,2025,3,4,0,23,Soir,Automne
Appartement S+2 – 103 m² – La Manouba,320000 DT,320000,1,Tunis,Le Bardo,1,2,2025-10-03 23:25:00,2025-10-03,10,2025,3,4,0,23,Soir,Automne
Appartement s+2 aux Jardins de Carthage ZAL1900,2200 DT,2200,0,Tunis,Jardin De Carthage,0,2,2025-10-03 14:21:00,2025-10-03,10,2025,3,4,0,14,Après-midi,Automne
Appartement s3 meublé au Lac2 MAL0658,3000 DT,3000,0,Tunis,Les Berges Du Lac,0,3,2025-10-03 14:21:00,2025-10-03,10,2025,3,4,0,14,Après-midi,Automne
Appartement s2 aux Jardins de Carthage ZAL1894,1900 DT,1900,0,Tunis,Jardin De Carthage,0,2,2025-10-03 14:21:00,2025-10-03,10,2025,3,4,0,14,Après-midi,Automne
Duplex meublé s3 avec terrasse vue sur mer à GammarthZDL0204,6500 DT,6500,4,Tunis,Gammarth,0,3,2025-10-03 11:48:00,2025-10-03,10,2025,3,4,0,11,Matin,Automne
Appartement s2 meublé à La Marsa MAL1896,2500 DT,2500,0,Tunis,La Marsa,0,2,2025-10-02 11:58:00,2025-10-02,10,2025,2,3,0,11,Matin,Automne
Appartement s1 meublé aux Jardins de Carthage MAL1895,2000 DT,2000,0,Tunis,Jardin De Carthage,0,1,2025-10-02 11:58:00,2025-10-02,10,2025,2,3,0,11,Matin,Automne
Triplex s4 avec piscine à Gammarth MTRV0063,930000 DT,930000,3,Tunis,Gammarth,1,4,2025-10-01 14:39:00,2025-10-01,10,2025,1,2,0,14,Après-midi,Automne
Appartement s1 meublé aux Jardins de Carthage ZAL1234,2200 DT,2200,0,Tunis,Jardin De Carthage,0,1,2025-10-01 14:38:00,2025-10-01,10,2025,1,2,0,14,Après-midi,Automne
Villa s2 meublée à La Marsa MVL0008,1900 DT,1900,4,Tunis,La Marsa,0,2,2025-10-01 00:17:00,2025-09-30,9,2025,30,1,0,0,,Automne
Villa S4 à La Marsa MVL0007,2500 DT,2500,4,Tunis,La Marsa,0,4,2025-09-30 13:49:00,2025-09-30,9,2025,30,1,0,13,Après-midi,Automne
une villa s4 à gammarth avec piscine,7000 DT,7000,4,Tunis,Gammarth,0,4,2025-09-30 13:49:00,2025-09-30,9,2025,30,1,0,13,Après-midi,Automne
Appartement s2 aux Jardins de Carthage ZAL1889,1700 DT,1700,0,Tunis,Jardin De Carthage,0,2,2025-09-29 18:40:00,2025-09-29,9,2025,29,0,0,18,Après-midi,Automne
Duplex s3 à Sidi Bou Said MDL0583,2200 DT,2200,4,Tunis,Sidi Bou Said,0,3,2025-09-29 18:40:00,2025-09-29,9,2025,29,0,0,18,Après-midi,Automne
Duplex s3 meublé à Sidi Bou Said ZDL0694,2400 DT,2400,4,Tunis,Sidi Bou Said,0,3,2025-09-29 18:40:00,2025-09-29,9,2025,29,0,0,18,Après-midi,Automne
Appartement s+2 direct promoteur à Alain Savary,410000 DT,410000,1,Tunis,Cité El Khadra,1,2,2025-09-29 14:11:00,2025-09-29,9,2025,29,0,0,14,Après-midi,Automne
Villa s4 avec piscine à La Marsa MVL1732,5500 DT,5500,4,Tunis,La Marsa,0,4,2025-09-29 13:21:00,2025-09-29,9,2025,29,0,0,13,Après-midi,Automne
location étage maison S+2 la goulette,600 DT,600,4,Tunis,La Goulette,0,2,2025-09-29 13:20:00,2025-09-29,9,2025,29,0,0,13,Après-midi,Automne
Appartement s3 aux Jardins de Carthage MAL1888,3000 DT,3000,0,Tunis,Jardin De Carthage,0,3,2025-09-27 15:33:00,2025-09-27,9,2025,27,5,1,15,Après-midi,Automne
